,Parent,ProvidesBoundaries,ConnectedTo,Wrapping at Ends,Tag,HasOpenings,Phase Created,Base Constraint,AccessibilityPerformance,Top Extension Distance,Top is Attached,ContainedInStructure,ObjectPlacement,Representation,Reference,Wrapping at Inserts,ObjectType,Size,HasAssociations,IsDefinedBy,Manufacturer,Top Offset,GlobalId,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Related to Mass,WarrantyDescription,LoadBearing,ExtendToStructure,ModelLabel,IsExternal,ProductionYear,Base Offset,Location Line,Base is Attached,Base Extension Distance,Finish,Top Constraint,Room Bounding,Unconnected Height,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,Structural Usage,Length,Volume,Width,Function,Coarse Scale Fill Color,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,AssetAccountingType,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Classification Description,Classification Code,ConnectedFrom,Rebar Cover - Other Faces,Rebar Cover - Exterior Face,Rebar Cover - Interior Face,Enable Analytical Model,Coarse Scale Fill Pattern,PredefinedType,Level,Height Offset From Level,Structural,Perimeter,Vertical Projection,Thickness,Default Thickness,Decomposes,OverallWidth,OverallHeight,Window Inset,FillsVoids,ConfigurationType,Height,Frame Exterior Material,Frame Interior Material,Sash,Type Mark,FireRating,Sill Height,Head Height,Mark,Glass Pane Material,Default Sill Height,ConstructionType,Wall Closure,Construction Type,OmniClass Number,OmniClass Title,GlazingAreaFraction,OperationType,Trim Exterior Material,Trim Interior Material,Sash Material,Moves With Nearby Elements,Frame Material,Trim Projection Ext,Trim Width,Door Material,Fire Rating,Trim Projection Int,IsFireExit,Stile Width - Latch,Rail Width - Top,Rail Width - Base,Stile Width - Hinge,TreadLength,NumberOfRiser,RiserHeight,NumberOfTreads,NosingLength,TreadLengthAtInnerSide,TreadLengthAtOffset,WalkingLineOffset,WaistThickness,Railing Height,Use Landing Height Adjustment,Rail Connections,Baluster Offset,Angled Joins,Landing Height Adjustment,Tangent Joins,TotalThickness,Start Extension,End Extension,End Fx,End Fy,End Fz,W,Start Release,Span,End Extension Calculation,Slope,End Release,Start Extension Calculation,Analyze As,Beam Material,Stick Symbol Location,Cut Length,Start Fx,Start Fy,Start Fz,Start Mx,Start My,Start Mz,End Mx,End My,End Mz,Rigid Links,Horizontal Projection,Reference Level,Work Plane,Start Level Offset,End Level Offset,z-Direction Justification,z-Direction Offset Value,Lateral Justification,Orientation,Cross-Section Rotation,A,bf,d,kr,k,tw,tf,Seat Material,Host,Top Material,Handle Material,Plinth Depth,Offset,Depth,Plinth Height,Sink Opening Depth,Sink Opening Width,Sink Location,Sink Location To Wall,Counter Thickness,Backsplash Visibility,Top Of Cabinet,Elevation,Panel Material,Mattress Material,Leg Material,InteriorOrExteriorSpace,OccupancyZoneName,LongName,ElevationWithFlooring,BoundedBy,CeilingCovering,Upper Limit,CompositionType,Number,OmniClass Table 13 Category,Category Description,GSA BIM Area,WallCovering,FloorCovering,Phase,Limit Offset,Unbounded Height,LoadCapacity,Category Code,CirculationZoneName,FireAlarmZoneName,LightingZoneName,HistoricPreservationZoneName,VentilationZoneName,RoomTag,Do Not Break At Inserts,Rebar Cover - Bottom Face,Foundation Thickness,Elevation at Bottom,Eccentricity,Rebar Cover - Top Face,Default End Extension Length
21545,Level 1,38809,,,171261,,New Construction,,AccessibilityPerformance,,,38298,21535,21544,Floor:Finish Floor - Ceramic Tile,,Floor:Finish Floor - Ceramic Tile,Size,38405,"21548,21565,21567,21569,21571,21573,21575,21577,38522,38523,38524,38525",Manufacturer,,2OBrcmyk58NupXoVOHUtju,33,Floor:Finish Floor - Ceramic Tile:171261,,InstallationDate,21545,WarrantyGuarantorLabor,F,WarrantyDescription,T,,ModelLabel,F,ProductionYear,,,,,Finish,,T,,3.160976,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,3,,0.041093,,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Tile Flooring,23-35 50 14 14,,,,,,,FLOOR,Level 1,0.013000,F,7.254000,Default,0.013000,0.013000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21610,Level 1,"38789,38820,38914",,,171292,,New Construction,,AccessibilityPerformance,,,38298,21583,21609,Floor:Finish Floor - Wood,,Floor:Finish Floor - Wood,Size,38406,"21613,21630,21632,21634,21636,21638,21640,21642,38526,38527,38528,38529",Manufacturer,,2OBrcmyk58NupXoVOHUtgP,33,Floor:Finish Floor - Wood:171292,,InstallationDate,21610,WarrantyGuarantorLabor,F,WarrantyDescription,T,,ModelLabel,F,ProductionYear,,,,,Finish,,T,,47.150129,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,3,,0.895852,,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Wood Flooring,23-35 50 14 11,,,,,,,FLOOR,Level 1,0.019000,F,41.962000,Default,0.019000,0.019000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21658,Level 1,38798,,,171444,,New Construction,,AccessibilityPerformance,,,38298,21648,21657,Floor:Finish Floor - Ceramic Tile,,Floor:Finish Floor - Ceramic Tile,Size,38407,"21661,21678,21680,21682,21684,21686,21688,21690,38522,38523,38524,38525",Manufacturer,,2OBrcmyk58NupXoVOHUten,33,Floor:Finish Floor - Ceramic Tile:171444,,InstallationDate,21658,WarrantyGuarantorLabor,F,WarrantyDescription,T,,ModelLabel,F,ProductionYear,,,,,Finish,,T,,12.954070,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,3,,0.168403,,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Tile Flooring,23-35 50 14 14,,,,,,,FLOOR,Level 1,0.013000,F,16.078000,Default,0.013000,0.013000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37777,Level 1,,,,216507,,New Construction,,AccessibilityPerformance,,,38298,37767,37776,Floor:150mm Exterior Slab on Grade,,Floor:150mm Exterior Slab on Grade,Size,38437,"37780,37830,37832,37834,37836,37838,37840,37842,38561,38562,38563,38564",Manufacturer,,1CZILmCaHETO8tf3SgGEWh,33,Floor:150mm Exterior Slab on Grade:216507,,InstallationDate,37777,WarrantyGuarantorLabor,F,WarrantyDescription,T,,ModelLabel,F,ProductionYear,,,,,Finish,,T,,25.419857,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,3,,3.812979,,1,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Structural Floor Decks,23-25 30 27 11,,,,,,,FLOOR,Level 1,0.013000,F,20.365468,Default,0.150000,0.150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37864,Level 1,,,,216552,,New Construction,,AccessibilityPerformance,,,38298,37854,37863,Floor:150mm Exterior Slab on Grade,,Floor:150mm Exterior Slab on Grade,Size,38438,"37867,37884,37886,37888,37890,37892,37894,37896,38561,38562,38563,38564",Manufacturer,,1CZILmCaHETO8tf3SgGEXu,33,Floor:150mm Exterior Slab on Grade:216552,,InstallationDate,37864,WarrantyGuarantorLabor,F,WarrantyDescription,T,,ModelLabel,F,ProductionYear,,,,,Finish,,T,,25.419857,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,3,,3.812979,,1,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Structural Floor Decks,23-25 30 27 11,,,,,,,FLOOR,Level 1,0.013000,F,20.365468,Default,0.150000,0.150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6132,Level 2,"38829,38830,38831,38832,38846,38847,38856,38857,38875,38876,38899,38913",,,144800,,New Construction,,AccessibilityPerformance,,,38309,6113,6131,Floor:Residential - Wood Joist with Subflooring,,Floor:Residential - Wood Joist with Subflooring,Size,38392,"6135,6183,6185,6187,6189,6191,6193,6195,38530,38531,38532,38533",Manufacturer,,1hOSvn6df7F8_7GcBWlRqU,33,Floor:Residential - Wood Joist with Subflooring:144800,,InstallationDate,6132,WarrantyGuarantorLabor,F,WarrantyDescription,T,,ModelLabel,F,ProductionYear,,,,,Finish,,T,,59.229018,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,3,,18.064850,,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Structural Floor Decks,23-25 30 27 11,,,,,,,FLOOR,Level 2,0.000000,F,43.456800,Default,0.305000,0.305000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6247,Level 2,"38724,38725,38726,38727,38743,38744,38754,38755,38773,38774,38890,38907",,,144872,,New Construction,,AccessibilityPerformance,,,38309,6228,6246,Floor:Residential - Wood Joist with Subflooring,,Floor:Residential - Wood Joist with Subflooring,Size,38393,"6250,6266,6268,6270,6272,6274,6276,6278,38530,38531,38532,38533",Manufacturer,,1hOSvn6df7F8_7GcBWlRrM,33,Floor:Residential - Wood Joist with Subflooring:144872,,InstallationDate,6247,WarrantyGuarantorLabor,F,WarrantyDescription,T,,ModelLabel,F,ProductionYear,,,,,Finish,,T,,59.333748,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,3,,18.096793,,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Structural Floor Decks,23-25 30 27 11,,,,,,,FLOOR,Level 2,0.000000,F,43.396800,Default,0.305000,0.305000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20792,Level 2,38858,,,169093,,New Construction,,AccessibilityPerformance,,,38309,20775,20791,Floor:Finish Floor - Wood,,Floor:Finish Floor - Wood,Size,38394,"20795,20844,20846,20848,20850,20852,20854,20856,38526,38527,38528,38529",Manufacturer,,2OBrcmyk58NupXoVOHUtC0,33,Floor:Finish Floor - Wood:169093,,InstallationDate,20792,WarrantyGuarantorLabor,F,WarrantyDescription,T,,ModelLabel,F,ProductionYear,,,,,Finish,,T,,22.043232,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,3,,0.418821,,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Wood Flooring,23-35 50 14 11,,,,,,,FLOOR,Level 2,0.019000,F,19.914000,Default,0.019000,0.019000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20903,Level 2,38775,,,169188,,New Construction,,AccessibilityPerformance,,,38309,20886,20902,Floor:Finish Floor - Wood,,Floor:Finish Floor - Wood,Size,38395,"20906,20923,20925,20927,20929,20931,20933,20935,38526,38527,38528,38529",Manufacturer,,2OBrcmyk58NupXoVOHUtDX,33,Floor:Finish Floor - Wood:169188,,InstallationDate,20903,WarrantyGuarantorLabor,F,WarrantyDescription,T,,ModelLabel,F,ProductionYear,,,,,Finish,,T,,22.043232,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,3,,0.418821,,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Wood Flooring,23-35 50 14 11,,,,,,,FLOOR,Level 2,0.019000,F,19.914000,Default,0.019000,0.019000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20958,Level 2,38756,,,169308,,New Construction,,AccessibilityPerformance,,,38309,20941,20957,Floor:Finish Floor - Wood,,Floor:Finish Floor - Wood,Size,38396,"20961,20978,20980,20982,20984,20986,20988,20990,38526,38527,38528,38529",Manufacturer,,2OBrcmyk58NupXoVOHUtBP,33,Floor:Finish Floor - Wood:169308,,InstallationDate,20958,WarrantyGuarantorLabor,F,WarrantyDescription,T,,ModelLabel,F,ProductionYear,,,,,Finish,,T,,22.069136,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,3,,0.419314,,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Wood Flooring,23-35 50 14 11,,,,,,,FLOOR,Level 2,0.019000,F,19.946000,Default,0.019000,0.019000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21013,Level 2,38877,,,169354,,New Construction,,AccessibilityPerformance,,,38309,20996,21012,Floor:Finish Floor - Wood,,Floor:Finish Floor - Wood,Size,38397,"21016,21033,21035,21037,21039,21041,21043,21045,38526,38527,38528,38529",Manufacturer,,2OBrcmyk58NupXoVOHUt8F,33,Floor:Finish Floor - Wood:169354,,InstallationDate,21013,WarrantyGuarantorLabor,F,WarrantyDescription,T,,ModelLabel,F,ProductionYear,,,,,Finish,,T,,22.043232,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,3,,0.418821,,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Wood Flooring,23-35 50 14 11,,,,,,,FLOOR,Level 2,0.019000,F,19.914000,Default,0.019000,0.019000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080,Level 2,38833,,,169395,,New Construction,,AccessibilityPerformance,,,38309,21051,21079,Floor:Finish Floor - Wood,,Floor:Finish Floor - Wood,Size,38398,"21083,21100,21102,21104,21106,21108,21110,21112,38526,38527,38528,38529",Manufacturer,,2OBrcmyk58NupXoVOHUt8s,33,Floor:Finish Floor - Wood:169395,,InstallationDate,21080,WarrantyGuarantorLabor,F,WarrantyDescription,T,,ModelLabel,F,ProductionYear,,,,,Finish,,T,,7.210868,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,3,,0.137006,,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Wood Flooring,23-35 50 14 11,,,,,,,FLOOR,Level 2,0.019000,F,15.274000,Default,0.019000,0.019000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21147,Level 2,38728,,,169701,,New Construction,,AccessibilityPerformance,,,38309,21118,21146,Floor:Finish Floor - Wood,,Floor:Finish Floor - Wood,Size,38399,"21150,21167,21169,21171,21173,21175,21177,21179,38526,38527,38528,38529",Manufacturer,,2OBrcmyk58NupXoVOHUt5W,33,Floor:Finish Floor - Wood:169701,,InstallationDate,21147,WarrantyGuarantorLabor,F,WarrantyDescription,T,,ModelLabel,F,ProductionYear,,,,,Finish,,T,,7.210868,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,3,,0.137006,,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Wood Flooring,23-35 50 14 11,,,,,,,FLOOR,Level 2,0.019000,F,15.274000,Default,0.019000,0.019000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21195,Level 2,"38848,38900",,,169772,,New Construction,,AccessibilityPerformance,,,38309,21185,21194,Floor:Finish Floor - Ceramic Tile,,Floor:Finish Floor - Ceramic Tile,Size,38400,"21198,21247,21249,21251,21253,21255,21257,21259,38522,38523,38524,38525",Manufacturer,,2OBrcmyk58NupXoVOHUt2f,33,Floor:Finish Floor - Ceramic Tile:169772,,InstallationDate,21195,WarrantyGuarantorLabor,F,WarrantyDescription,T,,ModelLabel,F,ProductionYear,,,,,Finish,,T,,6.339840,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,3,,0.082418,,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Tile Flooring,23-35 50 14 14,,,,,,,FLOOR,Level 2,0.013000,F,11.368000,Default,0.013000,0.013000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21336,Level 2,"38745,38891",,,169866,,New Construction,,AccessibilityPerformance,,,38309,21326,21335,Floor:Finish Floor - Ceramic Tile,,Floor:Finish Floor - Ceramic Tile,Size,38401,"21339,21356,21358,21360,21362,21364,21366,21368,38522,38523,38524,38525",Manufacturer,,2OBrcmyk58NupXoVOHUt0F,33,Floor:Finish Floor - Ceramic Tile:169866,,InstallationDate,21336,WarrantyGuarantorLabor,F,WarrantyDescription,T,,ModelLabel,F,ProductionYear,,,,,Finish,,T,,6.339840,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,3,,0.082418,,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Tile Flooring,23-35 50 14 14,,,,,,,FLOOR,Level 2,0.013000,F,11.368000,Default,0.013000,0.013000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22492,Basic Roof:Live Roof over Wood Joist Flat Roof:184483,,,,184483,"22534,22547",,,,,,,22491,22490,,,Basic Roof:Live Roof over Wood Joist Flat Roof,,,,,,3ThA22djr8AQQ9eQMA5s7I,33,Basic Roof:Live Roof over Wood Joist Flat Roof:184483,,,22492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROOF,,,,,,,,22493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6426,Level 1,38792,,,145788,,New Construction,,AccessibilityPerformance,,,38298,6425,6420,M_Fixed:4835mm x 2420mm,,4835mm x 2420mm,Size,,"6430,6491,6493,6495,6497,38448,38569,38570,38571,38572,38573",Manufacturer,,1hOSvn6df7F8_7GcBWlR72,33,M_Fixed:4835mm x 2420mm:4835mm x 2420mm:145788,,InstallationDate,6426,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,T,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,4.835000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 1,,,,,,,,4.835000,2.420000,0.019000,6503,ConfigurationType,2.420000,Sash,Sash,Sash,05,FireRating,0.100000,2.520000,9,Glass,0.100000,ConstructionType,0,Construction Type,23.30.20.17.11,Fixed Windows,GlazingAreaFraction,OperationType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6531,Level 1,38689,,,146016,,New Construction,,AccessibilityPerformance,,,38298,6530,6525,M_Fixed:4835mm x 2420mm,,4835mm x 2420mm,Size,,"6535,6548,6550,6552,6554,38448,38569,38570,38571,38572,38573",Manufacturer,,1hOSvn6df7F8_7GcBWlRBU,33,M_Fixed:4835mm x 2420mm:4835mm x 2420mm:146016,,InstallationDate,6531,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,T,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,4.835000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 1,,,,,,,,4.835000,2.420000,0.019000,6555,ConfigurationType,2.420000,Sash,Sash,Sash,05,FireRating,0.100000,2.520000,10,Glass,0.100000,ConstructionType,0,Construction Type,23.30.20.17.11,Fixed Windows,GlazingAreaFraction,OperationType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6921,Level 1,"38795,38800",,,146885,,New Construction,,AccessibilityPerformance,,,38298,6920,6915,M_Fixed:750mm x 2200mm,,750mm x 2200mm,Size,,"6925,6985,6987,6989,6991,38450,38579,38580,38581,38582,38583",Manufacturer,,1hOSvn6df7F8_7GcBWlRLx,33,M_Fixed:750mm x 2200mm:750mm x 2200mm:146885,,InstallationDate,6921,WarrantyGuarantorLabor,,WarrantyDescription,,,ModelLabel,T,ProductionYear,,,,,Finish,,,,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,,,,0.750000,,,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,,,,,,,,,,Level 1,,,,,,,,0.750000,2.200000,0.019000,6997,ConfigurationType,2.200000,Sash,Sash,Sash,04,FireRating,0.100000,2.300000,12,Glass,0.100000,ConstructionType,0,Construction Type,23.30.20.17.11,Fixed Windows,GlazingAreaFraction,OperationType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
