,Parent,FixtureHeight,Tag,Phase Created,AccessibilityPerformance,Face Plate Material Finish,Light Loss Factor,Emit Shape Visible in Rendering,Dimming Lamp Color Temperature Shift,Housing Material Finish,ContainedInStructure,Light Source Definition (family),ObjectPlacement,Number of Lamps or LEDs,Representation,Reference,Initial Intensity,ObjectType,Size,HasAssociations,IsDefinedBy,GlobalId,OwnerHistory,Photometry Comments,Name,Description,BackupSupplySystem,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Color Filter,SerialNumber,AssetIdentifier,WarrantyStartDate,Features,TagNumber,Emit from Rectangle Width,Electrical Data,BarCode,Host,Status,Emit from Rectangle Length,LER Luminaire Efficacy Rating,Schedule Level,PictogramEscapeDirection,Calculate Coefficient of Utilization,SensibleLoadToRadiant,Elevation,Lens Material Finish,Apparent Load,Initial Color,Light Source Symbol Size,Depth,Width,Length,Default Elevation,Voltage Comments,Spacing to Mounting Height Ratio Diagonal,Lamp,Voltage,CodePerformance,InsulationStandardClass,Grade,SustainabilityPerformance,HasProtectiveEarth,Constituents,PowerFactor,ModelReference,RatedVoltage,NominalFrequencyRange,NumberOfPoles,NominalLength,RatedCurrent,Color,Material,WarrantyGuarantorParts,AssetAccountingType,WarrantyDurationLabor,OmniClass Title,Finish,ReplacementCost,Assembly Code,WarrantyDurationParts,ExpectedLife,Shape,IP_Code,ConductorFunction,NominalHeight,ModelLabel,WarrantyDescription,ProductionYear,NominalWidth,LightFixturePlacingType,LightFixtureMountingType,NumberOfSources,MaximumSpaceSensibleLoad,MaintenanceFactor,TotalWattage,MaximumPlenumSensibleLoad,Lamp Position,Spacing to Mounting Height Ratio 90 Degree Plane,Spacing to Mounting Height Ratio 0 Degree Plane,CIE Type,Fixture Efficiency,Housing Finish Option,NEMA Type,Lens Option,Number of Faces,Manufacturer,Assembly Description,Product Page URL,URL,OmniClass Number,Specification Sheet,Product Family,Type Mark,Catalog Number,Model,Recessing Radius,Ballast Voltage,Load Classification,Ballast Number of Poles,Panel,Circuit Number,Recessing Diameter,Recessing Height,Lumens,Wattage Comments,Recessing Inner Radius,Switch Voltage,Offset,Mark,Load,IsPluggableOutlet,Shade Material,Radius,Grid Material,Diffuser Material,Light Box Material,Light Casing Length,Drop From Ceiling,Ceiling Mount Material,Light Casing Material,Label,Moves With Nearby Elements,XRAY,Level,DARKROOM,Max #1 Pole Breakers,CompositionType,Distribution System,Total Estimated Demand Current,Mains,Apparent Load Phase A,Total Estimated Demand,Receptacle Demand Factor,Apparent Load Phase B,Total Connected,Apparent Load Phase C,Number of Phases,Receptacle Estimated Demand Current,Number of Wires,Supply From,Total Demand Factor,Receptacle Estimated Demand,Receptacle Connected Current,Total Connected Current,Receptacle Connected,24 Circuit Height,Current Phase A,Current Phase B,Current Phase C,Height,Enclosure,Mounting,Panel Name,12 Circuit Height,30 Circuit Height,42 Circuit Height,IsSkilledOperator,Lighting - Dwelling Unit Demand Factor,Lighting - Dwelling Unit Connected Current,Lighting - Dwelling Unit Estimated Demand,Other Estimated Demand,Lighting - Dwelling Unit Connected,Other Connected Current,Other Estimated Demand Current,Other Connected,Lighting - Dwelling Unit Estimated Demand Current,Cooling Estimated Demand Current,Cooling Demand Factor,Cooling Connected Current,Cooling Connected,Cooling Estimated Demand,Location,Cab Width,Cab Location,Cab Height,Door Opening,Cab Depth,Pit Depth,Chiller Length,Chilled Water Return Radius,Number of Poles,C1 Offset 2,C1 Offset 1,C2 Offset 2,C1 Offset 3,Chilled Water Supply Diameter,Chilled Water Return Diameter,Chilled Water Supply Radius,Length 1,Length 2,Radius 1,Half Number of Fans,Number of Fans,Cold Capacity,Chilled Water Flow,Drain Flow,System Classification,Chilled Water Pressure Drop,System Name,Appliance - Dwelling Unit Estimated Demand Current,Appliance - Dwelling Unit Demand Factor,Appliance - Dwelling Unit Estimated Demand,Appliance - Dwelling Unit Connected Current,Appliance - Dwelling Unit Connected,Primary Voltage,Panel Height,Switchboard Height,Switchboard Width,Switchboard Length,Primary Number of Poles,Height 1,Half Switchboard Length,Panel Length,Suction Nominal Radius,Suction Outside Diameter,Discharge Nominal Radius,Suction Nominal Diameter,Flange Height,Length 4,Length 3,Discharge Nominal Diameter,Housing Width,Outside Diameter 1,Outside Diameter 2,Outside Diameter 4,Suction Outside Radius,Flange Diameter,Radius 2,Radius 3,Flange Radius,Outside Radius 4,Outside Radius 1,Outside Radius 2,RPM,Heating Capacity,External Static Pressure,Return Airflow,Supply Airflow,Cooling Capacity,Poles,Dimension D,Dimension E,Dimension F,Dimension A,Dimension G,Dimension H,Condensate Diameter,Condensate Radius,Cap Diameter,Outlet Width,Fan Diameter,External Static Presure,Fan Height,Fan Radius,Base Width,Cap Radius,Overall Height,Outlet Height,Diameter 1,Diameter 2,Half Outlet Radius,Half Exhaust Inlet Height,Air Flow,InteriorOrExteriorSpace,OccupancyZoneName,LongName,ElevationWithFlooring,CeilingCovering,Upper Limit,Number,Decomposes,OmniClass Table 13 Category,Category Description,GSA BIM Area,WallCovering,FloorCovering,RoomTag,LoadCapacity,HistoricPreservationZoneName,LightingZoneName,VentilationZoneName,FireAlarmZoneName,Computation Height,CirculationZoneName,Category Code,Unbounded Height,Area,Volume,Perimeter,Phase,Base Offset,Limit Offset,Hot Water Diameter,Sanitary Diameter,Sanitary Radius,Vent Radius,Water Heater Radius,Cold Water Diameter,Hot Water Radius,Vent Diameter,Water Heater Height,Cold Water Radius
1587,1C14,,862830,New Construction,N/A,,,,,,103165,,46246,,43485,,,Standard,0,,"96692,96693,96694,96695,96696,96697,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMIXP,1,,M_Duplex Receptacle:Standard:Standard:862830,,,N/A,1587,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21C,1,,,,,,1291.669250,0.000000,13,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,1C14,,863260,New Construction,N/A,,,,,,103165,,46247,,43486,,,Standard,0,,"96698,96699,96700,96701,96702,96703,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMIuh,1,,M_Duplex Receptacle:Standard:Standard:863260,,,N/A,1588,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21C,2,,,,,,1291.669250,0.000000,14,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,1C14,,863323,New Construction,N/A,,,,,,103165,,46248,,43487,,,Standard,0,,"96704,96705,96706,96707,96708,96709,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMIvi,1,,M_Duplex Receptacle:Standard:Standard:863323,,,N/A,1589,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21C,2,,,,,,1291.669250,0.000000,15,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,1C15,0,739480,New Construction,N/A,,0,,0,,103301,Point+HemiSpherical,45260,,53131,REF TYPE MARK,0,C1 - 0610x1219mm,0,87182,"89938,89939,89940,89941,89942,89943,89944,103435,103436,103437,103438,103439,103440,103441,103442,103451",2K_rhNuRTE1el3fJWhkg$L,1,,M_Troffer Light - Parabolic Rectangular:C1 - 0610x1219mm:C1 - 0610x1219mm:739480,,NO,N/A,461,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-80 VA,N/A,<not associated>,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,861.112833,0,0.050000,,,,1.200000,,,"T8, 1219mm, RAPID START, CRI=75",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020210,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Fluorescent,,,23.80.70.11.14.11,,,C1,,,,1291.669250,Lighting - Dwelling Unit,1,N21C1,22,,,2900.000000,32,,,,,,,,,"Metal - Paint Finish - Dark Gray, Matte","Glass - White, High Luminance",Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1C15,0,739488,New Construction,N/A,,0,,0,,103301,Point+HemiSpherical,45261,,53132,REF TYPE MARK,0,C1 - 0610x1219mm,0,87181,"89945,89946,89947,89948,89949,89950,89951,103435,103436,103437,103438,103439,103440,103441,103442,103451",2K_rhNuRTE1el3fJWhkg$j,1,,M_Troffer Light - Parabolic Rectangular:C1 - 0610x1219mm:C1 - 0610x1219mm:739488,,NO,N/A,462,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-80 VA,N/A,<not associated>,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,861.112833,0,0.050000,,,,1.200000,,,"T8, 1219mm, RAPID START, CRI=75",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020210,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Fluorescent,,,23.80.70.11.14.11,,,C1,,,,1291.669250,Lighting - Dwelling Unit,1,N21C1,22,,,2900.000000,32,,,,,,,,,"Metal - Paint Finish - Dark Gray, Matte","Glass - White, High Luminance",Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,1C15,0,739496,New Construction,N/A,,0,,0,,103301,Point+HemiSpherical,45262,,53133,REF TYPE MARK,0,C1 - 0610x1219mm,0,87180,"89952,89953,89954,89955,89956,89957,89958,103435,103436,103437,103438,103439,103440,103441,103442,103451",2K_rhNuRTE1el3fJWhkg$b,1,,M_Troffer Light - Parabolic Rectangular:C1 - 0610x1219mm:C1 - 0610x1219mm:739496,,NO,N/A,463,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-80 VA,N/A,<not associated>,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,861.112833,0,0.050000,,,,1.200000,,,"T8, 1219mm, RAPID START, CRI=75",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020210,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Fluorescent,,,23.80.70.11.14.11,,,C1,,,,1291.669250,Lighting - Dwelling Unit,1,N21C1,22,,,2900.000000,32,,,,,,,,,"Metal - Paint Finish - Dark Gray, Matte","Glass - White, High Luminance",Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,1C15,,798440,New Construction,N/A,,,,,,103301,,45961,,43226,,,Single Pole,0,,"94921,94922,94923,94924,94925,94926,103554,103555,103556,103557,103558,103559",0YIMYffWP7i9skNaemGPfI,1,,M_Lighting Switches:Single Pole:Single Pole:798440,,,N/A,1297,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-0 VA,N/A,Linked Revit Model : Clinic_A.rvt,,,,Level: Level 1,,,,1.200000,,0.000000,,,,,,1.200000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Switches,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.14,,,,,,,,Other,,N21C1,22,,,,,,1291.669250,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,1C15,,864724,New Construction,N/A,,,,,,103301,,46257,,43496,,,Standard,0,,"96758,96759,96760,96761,96762,96763,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMJFZ,1,,M_Duplex Receptacle:Standard:Standard:864724,,,N/A,1598,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21C,7,,,,,,1291.669250,0.000000,24,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,1C15,,864777,New Construction,N/A,,,,,,103301,,46258,,43497,,,Standard,0,,"96764,96765,96766,96767,96768,96769,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMJ0_,1,,M_Duplex Receptacle:Standard:Standard:864777,,,N/A,1599,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21C,7,,,,,,1291.669250,0.000000,25,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,1C15,,864821,New Construction,N/A,,,,,,103301,,46259,,43498,,,Standard,0,,"96770,96771,96772,96773,96774,96775,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMJ02,1,,M_Duplex Receptacle:Standard:Standard:864821,,,N/A,1600,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21C,9,,,,,,1291.669250,0.000000,26,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,1C15,,864897,New Construction,N/A,,,,,,103301,,46260,,43499,,,Standard,0,,"96776,96777,96778,96779,96780,96781,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMJ2s,1,,M_Duplex Receptacle:Standard:Standard:864897,,,N/A,1601,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21C,7,,,,,,1291.669250,0.000000,27,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,1C15,,864952,New Construction,N/A,,,,,,103301,,46261,,43500,,,Standard,0,,"96782,96783,96784,96785,96786,96787,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMJ2F,1,,M_Duplex Receptacle:Standard:Standard:864952,,,N/A,1602,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21C,7,,,,,,1291.669250,0.000000,28,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,1C16,0,739655,New Construction,N/A,,0,,0,,103275,Point+HemiSpherical,45275,,53146,REF TYPE MARK,0,B18 - 0610x1219mm,0,87167,"90046,90047,90048,90049,90050,90051,90052,103344,103345,103346,103347,103348,103349,103350,103351,103353",1Ew_8oRPr27vHUxllyBcMN,1,,M_Troffer Light - Parabolic Rectangular:B18 - 0610x1219mm:B18 - 0610x1219mm:739655,,NO,N/A,476,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-80 VA,N/A,<not associated>,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,861.112833,0,0.050000,,,,1.200000,,,"T8, 1219mm, RAPID START, CRI=85 MINI",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020210,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Fluorescent,,,23.80.70.11.14.11,,,B18,,,,1291.669250,Lighting - Dwelling Unit,1,L41C,4,,,2900.000000,32,,,,,,,,,"Metal - Paint Finish - Dark Gray, Matte","Glass - White, High Luminance",Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,1C16,0,739663,New Construction,N/A,,0,,0,,103275,Point+HemiSpherical,45276,,53147,REF TYPE MARK,0,B18 - 0610x1219mm,0,87166,"90055,90056,90057,90058,90059,90060,90061,103344,103345,103346,103347,103348,103349,103350,103351,103353",1Ew_8oRPr27vHUxllyBcMV,1,,M_Troffer Light - Parabolic Rectangular:B18 - 0610x1219mm:B18 - 0610x1219mm:739663,,NO,N/A,477,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-80 VA,N/A,<not associated>,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,861.112833,0,0.050000,,,,1.200000,,,"T8, 1219mm, RAPID START, CRI=85 MINI",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020210,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Fluorescent,,,23.80.70.11.14.11,,,B18,,,,1291.669250,Lighting - Dwelling Unit,1,L41C,4,,,2900.000000,32,,,,,,,,,"Metal - Paint Finish - Dark Gray, Matte","Glass - White, High Luminance",Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,1C16,,795927,New Construction,N/A,,,,,,103275,,45956,,43221,,,Single Pole,0,,"94891,94892,94893,94894,94895,94896,103554,103555,103556,103557,103558,103559",0FGGKr9E19BvyMqqUqhCbu,1,,M_Lighting Switches:Single Pole:Single Pole:795927,,,N/A,1292,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-0 VA,N/A,Linked Revit Model : Clinic_A.rvt,,,,Level: Level 1,,,,1.200000,,0.000000,,,,,,1.200000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Switches,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.14,,,,,,,,Other,,L41C,4,,,,,,1291.669250,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,1C16,,862253,New Construction,N/A,,,,,,103275,,46239,,43478,,,Standard,0,,"96650,96651,96652,96653,96654,96655,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMIeQ,1,,M_Duplex Receptacle:Standard:Standard:862253,,,N/A,1580,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21C,1,,,,,,1291.669250,0.000000,5,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
