,Parent,ExpectedLife,Loss Method,Tag,Phase Created,AccessibilityPerformance,WarrantyGuarantorParts,Angle,AssetAccountingType,System Name,CodePerformance,ContainedInStructure,Fitting Outside Diameter,Level,Insulation Radius,ObjectPlacement,Insulation Thickness,Representation,Reference,ObjectType,Size,IsDefinedBy,GlobalId,Color,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Tick Size,Nominal Radius,Nominal Diameter,ModelNumber,Features,TagNumber,Center to End,BarCode,System Type,K Coefficient Table,Fitting Outside Radius,Use Annotation Scale,Center Radius,SerialNumber,WarrantyStartDate,AssetIdentifier,Host,Offset,Mark,ReplacementCost,Lookup Table Name,Constituents,OmniClass Title,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,OmniClass Number,Center to End Label,Angle 1,Visibility 3,Visibility 2,Visibility 1,OffsetHeight,Fitting Outside Diameter 2,Fitting Outside Diameter 1,Insulation Radius 2,Insulation Radius 1,Nominal Diameter 2,Nominal Diameter 1,Width Offset,Max Fitting Outside Diameter 12,Height Offset,Fitting Outside Radius 2,Fitting Outside Radius 1,Tick Size 2,Tick Size 1,Nominal Radius 2,Nominal Radius 1,Length,OffsetWidth,W0,Num 6,OffsetWidthfromBase,Num 8,Lining Radius,Num 10,Num 1,Num 4,Num 3,Radius,Num 9,OffsetHeightfromBase,Num 7,Length01,Length 8,Length 7,Length 6,Length 5,Length 4,Num 2,Length 2,Length 1,Length 3,Half H0,Half W0,Num 5,Delta 2,Delta 1,Lining W0,Lining H0,Insulation H0,Insulation W0,H0,OffsetWidthTemp,OffsetHeightTemp,Diameter,Lining Thickness,Tee,Reference Level,Additional Flow,Inner Diameter,Friction,Flow State,Invert Elevation,Flow,Reynolds Number,Relative Roughness,Friction Factor,End Offset,Velocity,Pressure Drop,Section,Area,Outer Diameter,Horizontal Justification,Vertical Justification,Start Offset,Slope,Roughness,Connection Type,Cross,Class,Elbow,Preferred Junction Type,Transition,Union,Tap,Top Elevation,Velocity Pressure,Bottom Elevation,Size Lock,Loss Coefficient,Hydraulic Diameter,Reynolds number,Multi Shape Transition Rect to Round,Multi Shape Transition Oval to Round,Design HVAC Load per area,InteriorOrExteriorSpace,LongName,ElevationWithFlooring,Upper Limit,CompositionType,Number,Decomposes,Average Estimated Illumination,Condition Type,GSA BIM Area,Room Number,Design Cooling Load,Unbounded Height,Room Name,Phase,Base Offset,Limit Offset,Perimeter,Volume,Plenum,Occupiable,Design Other Load per area,Specified Return Airflow,Zone,Space Type,Design Heating Load,Room Cavity Ratio,Return Airflow,Specified Supply Airflow,Actual Supply Airflow,Actual Return Airflow,Actual Exhaust Airflow,Specified Exhaust Airflow,Lighting Calculation Workplane,Ceiling Reflectance,Wall Reflectance,Floor Reflectance,Calculated Supply Airflow,Calculated Heating Load,Calculated Cooling Load,BoundedBy,Type Comments,Model,Height,Connector,Keynote,Comments,Type Mark,Power,Assembly Code,Schedule Level,Elevation,Default Elevation,URL,Cost,Assembly Description,BtuPerFt,Hot Water Diameter,Voltage,Gas Radius,Vent Radius,Electrical Box Height,Exhaust Air Flow,Boiler Radius,Electrical Box Width,Water Pressure Drop,Water Flow,Output Heat,Input Heat,Gas Flow,Exhaust Air Pressure Drop,Load Classification,Circuit Number,Number of Poles,Hot Water Radius,Vent Box Diameter,Vent Diameter,Vent Box Height,Gas Diameter,Electrical Box Length,Cold Water Radius,Cold Water Diameter,Boiler Top Diameter,Boiler Height,Boiler Diameter,Vent Box Radius,Radius 1,Boiler Top Radius,Apparent Load,Nut Height,Stem Radius,Nut Radius,Stem Height,Seal Length,Stem Diameter,Nut Diameter,Handle Width,Handle Length,Handle Height,Body Radius,Body Height,Body Length,Body Diameter,Adapter Radius,Adapter Length,Adapter Diameter,Half Nut Height,K Coefficient,Radius 10,Outside Radius,Width 1,Width 2,Thickness 1,Radius 9,Radius 8,Radius 7,Radius 6,Radius 5,Radius 4,Radius 3,Radius 2,Length 9,Height 1,Height 2,Height 3,Height 4,Height 5,Height 6,Angle 2,Valve Length,Outside Diameter,Open Height,C1 Offset 1,C1 Offset 2,Suction Nominal Radius,Suction Outside Diameter,Flow Rate,RPM,Suction Outside Radius,Suction Nominal Diameter,Outside Diameter 1,Outside Diameter 2,Outside Diameter 4,Housing Width,Flange Height,Flange Diameter,Discharge Nominal Radius,Discharge Nominal Diameter,Outside Radius 1,Outside Radius 2,Outside Radius 4,Flange Radius,External Static Presure,Air Flow,Half Outlet Radius,Half Exhaust Inlet Height,Diameter 1,Diameter 2,Overall Height,Fan Radius,Fan Height,Fan Diameter,Outlet Width,Outlet Height,Cap Radius,Cap Diameter,Base Width
111675,Level 1,ExpectedLife,5,601157,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,89.999566,FIXED,Hydronic Supply Unit B,CodePerformance,154873,0.093750,Level 1,0.046875,111674,0.000000,111669,Reference,Standard,25 mm-25 mm,"111703,111705,111707,111709,111711,111713,111715,154960,154982,154983,154984",2L092XWcn0RxVZVA3Xblol,Color,33,M_Elbow - Generic:Standard:Standard:601157,,InstallationDate,111675,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 1,0.177800,1336,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112943,Level 1,ExpectedLife,5,601285,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,89.999873,FIXED,Hydronic Supply Unit B,CodePerformance,154873,0.093750,Level 2,0.046875,112942,0.000000,112938,Reference,Standard,25 mm-25 mm-25 mm,"112972,112974,112976,112978,112980,112982,112984,154961,154979,154980,154981",2L092XWcn0RxVZVA3Xblml,Color,33,M_Tee - Generic:Standard:Standard:601285,,InstallationDate,112943,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.088542,BarCode,Hydronic Supply,Tee,0.046875,T,,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.441245,1341,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,0.088542,90.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113202,Level 1,ExpectedLife,5,601288,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Supply Unit B,CodePerformance,154873,0.093750,Level 1,0.046875,113201,0.000000,113198,Reference,Standard,25 mm-25 mm,"113230,113232,113234,113236,113238,113240,113242,154927,154982,154983,154984",2L092XWcn0RxVZVA3XblmY,Color,33,M_Elbow - Generic:Standard:Standard:601288,,InstallationDate,113202,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 1,0.177800,1342,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113610,Level 1,ExpectedLife,5,601382,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Supply Unit B,CodePerformance,154873,0.093750,Level 1,0.046875,113609,0.000000,113606,Reference,Standard,25 mm-25 mm,"113638,113640,113642,113644,113646,113648,113650,154927,154982,154983,154984",2C1x5E2Mv1Rfhlj5LVW9IM,Color,33,M_Elbow - Generic:Standard:Standard:601382,,InstallationDate,113610,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 1,0.095200,1344,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113658,Level 1,ExpectedLife,5,601384,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Supply Unit B,CodePerformance,154873,0.093750,Level 1,0.046875,113657,0.000000,113654,Reference,Standard,25 mm-25 mm,"113686,113688,113690,113692,113694,113696,113698,154927,154982,154983,154984",2C1x5E2Mv1Rfhlj5LVW9IO,Color,33,M_Elbow - Generic:Standard:Standard:601384,,InstallationDate,113658,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 1,0.095200,1346,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116370,Level 1,ExpectedLife,5,606495,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 1,0.046875,116369,0.000000,116366,Reference,Standard,25 mm-25 mm,"116398,116400,116402,116404,116406,116408,116410,154927,154982,154983,154984",0kad3Qs5P7DPrbWgfM1oEf,Color,33,M_Elbow - Generic:Standard:Standard:606495,,InstallationDate,116370,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,F,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 1,0.095200,1411,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116520,Level 1,ExpectedLife,5,606554,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 2,0.046875,116519,0.000000,116516,Reference,Standard,25 mm-25 mm,"116548,116550,116552,116554,116556,116558,116560,154927,154982,154983,154984",0kad3Qs5P7DPrbWgfM1oFi,Color,33,M_Elbow - Generic:Standard:Standard:606554,,InstallationDate,116520,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,F,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351265,1416,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121431,Level 1,ExpectedLife,5,606724,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Supply Unit B,CodePerformance,154873,0.093750,Level 1,0.046875,121430,0.000000,121427,Reference,Standard,25 mm-25 mm,"121459,121461,121463,121465,121467,121469,121471,154927,154982,154983,154984",0kad3Qs5P7DPrbWgfM1o2o,Color,33,M_Elbow - Generic:Standard:Standard:606724,,InstallationDate,121431,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,F,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 1,0.095200,1422,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123982,Level 1,ExpectedLife,5,606902,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 1,0.046875,123981,0.000000,123976,Reference,Standard,25 mm-25 mm,"124010,124012,124014,124016,124018,124020,124022,154927,154982,154983,154984",0kad3Qs5P7DPrbWgfM1o00,Color,33,M_Elbow - Generic:Standard:Standard:606902,,InstallationDate,123982,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,F,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 1,0.095200,1431,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124307,Level 1,ExpectedLife,5,612985,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 2,0.046875,124306,0.000000,124302,Reference,Standard,25 mm-25 mm,"124335,124337,124339,124341,124343,124345,124347,154927,154982,154983,154984",01S9djs61BFfnHKPIUF5My,Color,33,M_Elbow - Generic:Standard:Standard:612985,,InstallationDate,124307,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,F,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351255,1457,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124589,Level 1,ExpectedLife,5,613016,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 2,0.046875,124588,0.000000,124585,Reference,Standard,25 mm-25 mm,"124617,124619,124621,124623,124625,124627,124629,154927,154982,154983,154984",01S9djs61BFfnHKPIUF5LT,Color,33,M_Elbow - Generic:Standard:Standard:613016,,InstallationDate,124589,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,F,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351253,1460,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126995,Level 1,ExpectedLife,5,613017,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000001,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 2,0.046875,126994,0.000000,126989,Reference,Standard,25 mm-25 mm,"127023,127025,127027,127029,127031,127033,127035,154967,154982,154983,154984",01S9djs61BFfnHKPIUF5LS,Color,33,M_Elbow - Generic:Standard:Standard:613017,,InstallationDate,126995,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,F,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351300,1461,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127128,Level 1,ExpectedLife,5,630393,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 1,0.046875,127127,0.000000,127124,Reference,Standard,25 mm-25 mm,"127150,127152,127154,127156,127158,127160,127162,154927,154982,154983,154984",1rqSTDTKn0F9ZiZcVJK6d6,Color,33,M_Elbow - Generic:Standard:Standard:630393,,,127128,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,,0.067708,,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,F,0.067708,,,,Level : Level 1,0.095200,1476,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127894,Level 1,ExpectedLife,5,631122,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 1,0.046875,127893,0.000000,127890,Reference,Standard,25 mm-25 mm,"127916,127918,127920,127922,127924,127926,127928,154927,154982,154983,154984",0M1MlFbh152gbEV8uyEasY,Color,33,M_Elbow - Generic:Standard:Standard:631122,,,127894,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,,0.067708,,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,F,0.067708,,,,Level : Level 1,0.177800,1478,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127936,Level 1,ExpectedLife,5,631124,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 1,0.046875,127935,0.000000,127932,Reference,Standard,25 mm-25 mm,"127958,127960,127962,127964,127966,127968,127970,154927,154982,154983,154984",0M1MlFbh152gbEV8uyEasa,Color,33,M_Elbow - Generic:Standard:Standard:631124,,,127936,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,,0.067708,,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,F,0.067708,,,,Level : Level 1,2.748700,1480,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
